net,length_um
_09241_,10.86
cur_mb_mem\[133\]\[0\],10.86
cur_mb_mem\[179\]\[1\],10.86
cur_mb_mem\[254\]\[3\],10.86
_02017_,10.845
_08399_,10.84
cur_mb_mem\[144\]\[4\],10.84
cur_mb_mem\[160\]\[3\],10.84
cur_mb_mem\[160\]\[5\],10.84
cur_mb_mem\[163\]\[5\],10.84
cur_mb_mem\[188\]\[4\],10.84
_08706_,10.83
_03494_,10.82
_04786_,10.82
_04997_,10.82
_05791_,10.82
_05843_,10.82
_06398_,10.82
_07039_,10.82
_07827_,10.82
_08354_,10.82
_08847_,10.82
_08893_,10.82
cur_mb_mem\[108\]\[7\],10.82
cur_mb_mem\[10\]\[1\],10.82
cur_mb_mem\[180\]\[1\],10.82
cur_mb_mem\[75\]\[0\],10.82
cur_mb_mem\[3\]\[3\],10.815
_04640_,10.8
_05401_,10.8
_05643_,10.8
_08918_,10.8
cur_mb_mem\[143\]\[6\],10.8
_01624_,10.785
_07351_,10.78
_08163_,10.78
_08695_,10.78
cur_mb_mem\[181\]\[3\],10.78
cur_mb_mem\[226\]\[2\],10.78
net404,10.78
net706,10.78
net789,10.78
net970,10.78
net1037,10.78
net1240,10.78
net1756,10.78
net287,10.775
_00934_,10.76
_05266_,10.76
_05332_,10.76
_07907_,10.76
ref_start_addr[8],10.76
net381,10.76
net1013,10.76
_01441_,10.745
_02647_,10.74
_02927_,10.74
_03438_,10.74
_04558_,10.74
_05502_,10.74
_05676_,10.74
_06654_,10.74
_07771_,10.74
_08352_,10.74
_08784_,10.74
cur_mb_mem\[16\]\[3\],10.74
cur_mb_mem\[172\]\[7\],10.74
cur_mb_mem\[3\]\[0\],10.74
cur_mb_mem\[90\]\[0\],10.74
net1370,10.74
_00264_,10.725
_01892_,10.725
_04197_,10.72
_05452_,10.72
_05816_,10.72
_08128_,10.72
cur_mb_mem\[161\]\[1\],10.72
cur_mb_mem\[161\]\[7\],10.72
cur_mb_mem\[165\]\[5\],10.72
cur_mb_mem\[85\]\[1\],10.72
net523,10.72
net906,10.72
_01617_,10.705
_03157_,10.7
_03260_,10.7
cur_mb_mem\[181\]\[6\],10.7
_07936_,10.695
_01179_,10.685
_01231_,10.685
_02887_,10.68
_03600_,10.68
cur_mb_mem\[119\]\[6\],10.68
cur_mb_mem\[35\]\[0\],10.68
frame_start_addr[21],10.68
mb_x_pos[17],10.68
ref_start_addr[16],10.68
net499,10.68
net513,10.68
net742,10.68
net1116,10.68
net1565,10.68
_01965_,10.66
_04320_,10.66
_06844_,10.66
_08935_,10.66
cur_mb_mem\[142\]\[3\],10.66
net506,10.66
net522,10.66
net1348,10.66
_08086_,10.64
cur_mb_mem\[118\]\[4\],10.64
net327,10.64
net535,10.64
net812,10.64
net884,10.64
net1383,10.64
_04702_,10.62
_08760_,10.62
cur_mb_mem\[137\]\[4\],10.62
cur_mb_mem\[230\]\[4\],10.62
cur_mb_mem\[3\]\[6\],10.62
cur_mb_mem\[43\]\[6\],10.62
cur_mb_mem\[56\]\[2\],10.62
net1922,10.62
_05031_,10.6
_05598_,10.6
_07293_,10.6
_07883_,10.6
_07895_,10.6
cur_mb_mem\[131\]\[5\],10.6
cur_mb_mem\[20\]\[0\],10.6
cur_mb_mem\[253\]\[3\],10.6
net1749,10.6
_00595_,10.595
_02904_,10.58
_04919_,10.58
_08073_,10.58
cur_mb_mem\[192\]\[5\],10.58
cur_mb_mem\[220\]\[0\],10.58
cur_mb_mem\[87\]\[6\],10.58
cur_mb_mem\[249\]\[5\],10.575
cur_mb_mem\[92\]\[4\],10.57
_00131_,10.565
_00274_,10.565
_01007_,10.56
_03350_,10.56
_07060_,10.56
net759,10.56
net1218,10.56
_04750_,10.54
_05564_,10.54
_05568_,10.54
_05665_,10.54
_08184_,10.54
_08433_,10.54
cur_mb_mem\[19\]\[1\],10.54
cur_mb_mem\[85\]\[6\],10.54
shex_center_y\[2\],10.54
net589,10.54
net717,10.54
net925,10.54
net957,10.54
net1501,10.54
_05081_,10.52
_05131_,10.52
_06713_,10.52
_00979_,10.505
_03744_,10.5
_08792_,10.5
cur_mb_mem\[102\]\[7\],10.5
cur_mb_mem\[161\]\[4\],10.5
cur_mb_mem\[19\]\[0\],10.5
net859,10.5
_00324_,10.48
_05241_,10.48
_07713_,10.48
cur_mb_mem\[18\]\[6\],10.465
_05757_,10.46
_07942_,10.46
cur_mb_mem\[10\]\[4\],10.46
_05361_,10.44
_05833_,10.44
_07880_,10.44
net693,10.44
net776,10.44
net1198,10.44
net1255,10.44
net1785,10.44
_03276_,10.42
_04941_,10.42
_05322_,10.42
_08736_,10.42
cur_mb_mem\[105\]\[4\],10.42
cur_mb_mem\[13\]\[5\],10.42
cur_mb_mem\[149\]\[7\],10.42
cur_mb_mem\[169\]\[5\],10.42
cur_mb_mem\[170\]\[0\],10.42
cur_mb_mem\[77\]\[4\],10.42
net664,10.42
net1207,10.42
_02202_,10.4
_02432_,10.4
_02588_,10.4
_02708_,10.4
_03139_,10.4
_04060_,10.4
_04157_,10.4
_04345_,10.4
_07648_,10.4
_08276_,10.4
cur_mb_mem\[10\]\[5\],10.4
cur_mb_mem\[115\]\[1\],10.4
cur_mb_mem\[123\]\[2\],10.4
cur_mb_mem\[95\]\[1\],10.4
net286,10.4
net674,10.4
net822,10.4
_02021_,10.385
_05486_,10.38
_05949_,10.38
cur_mb_mem\[109\]\[3\],10.38
cur_mb_mem\[127\]\[6\],10.38
cur_mb_mem\[142\]\[2\],10.38
cur_mb_mem\[167\]\[4\],10.38
cur_mb_mem\[254\]\[7\],10.38
cur_mb_mem\[49\]\[2\],10.38
_02008_,10.365
_02320_,10.36
_04992_,10.36
_05329_,10.36
_05410_,10.36
_05611_,10.36
_06623_,10.36
_07842_,10.36
_09309_,10.36
_09316_,10.36
cur_mb_mem\[177\]\[4\],10.36
net25,10.36
_07355_,10.35
_07432_,10.34
cur_mb_mem\[146\]\[4\],10.34
cur_mb_mem\[43\]\[3\],10.34
cur_mb_mem\[62\]\[3\],10.34
cur_mb_mem\[78\]\[7\],10.34
_00069_,10.32
_03009_,10.32
_03362_,10.32
_05590_,10.32
_06938_,10.32
_07331_,10.32
_07398_,10.32
_08056_,10.32
_08468_,10.32
_08640_,10.32
_09217_,10.32
cur_mb_mem\[121\]\[0\],10.32
cur_mb_mem\[59\]\[1\],10.32
net343,10.32
net1021,10.32
net1197,10.32
net1303,10.32
net1340,10.32
net1650,10.32
net1691,10.32
net1820,10.32
net1938,10.32
_00559_,10.305
_01979_,10.305
_04544_,10.3
_05373_,10.3
_05433_,10.3
mem_addr[31],10.3
_00001_,10.28
_02667_,10.28
_03024_,10.28
_04586_,10.28
_05606_,10.28
_05714_,10.28
_06854_,10.28
_07748_,10.28
_08166_,10.28
_08645_,10.28
cur_mb_mem\[182\]\[5\],10.28
net628,10.28
_03129_,10.26
_09124_,10.26
cur_mb_mem\[56\]\[3\],10.26
_01531_,10.245
cur_mb_mem\[253\]\[7\],10.245
_03515_,10.24
_03853_,10.24
_05001_,10.24
_06206_,10.24
_06481_,10.24
_07955_,10.24
_08140_,10.24
cur_mb_mem\[94\]\[1\],10.24
cur_mb_mem\[94\]\[2\],10.24
_07332_,10.235
_02174_,10.225
_03967_,10.22
_04616_,10.22
cur_mb_mem\[117\]\[0\],10.22
cur_mb_mem\[139\]\[1\],10.22
net422,10.22
net494,10.22
net591,10.22
net746,10.22
net841,10.22
net910,10.22
net1610,10.22
_03724_,10.2
_05443_,10.2
cur_mb_mem\[129\]\[4\],10.2
cur_mb_mem\[16\]\[2\],10.2
net1210,10.2
_02946_,10.18
_04488_,10.18
_04620_,10.18
_05788_,10.18
_06871_,10.18
cur_mb_mem\[143\]\[7\],10.18
cur_mb_mem\[95\]\[3\],10.18
net332,10.18
net1154,10.18
net1183,10.18
net1224,10.18
net1351,10.18
_07810_,10.175
_02696_,10.16
_05894_,10.16
_08620_,10.16
cur_mb_mem\[137\]\[2\],10.16
cur_mb_mem\[159\]\[1\],10.16
cur_mb_mem\[170\]\[2\],10.16
cur_mb_mem\[72\]\[7\],10.16
net264,10.16
net1907,10.16
_04609_,10.155
_00042_,10.145
_04606_,10.12
_05403_,10.12
_05466_,10.12
_07326_,10.12
cur_mb_mem\[252\]\[7\],10.12
net1081,10.12
_01486_,10.105
_01491_,10.105
_02379_,10.1
_03785_,10.1
_04275_,10.1
_04566_,10.1
_06740_,10.1
_07109_,10.1
_07685_,10.1
_08275_,10.1
_08567_,10.1
net1065,10.1
net1209,10.1
net1264,10.1
_00157_,10.08
_04978_,10.08
_05629_,10.08
_05841_,10.08
cur_mb_mem\[138\]\[3\],10.08
cur_mb_mem\[237\]\[4\],10.08
cur_mb_mem\[50\]\[3\],10.08
cur_mb_mem\[71\]\[2\],10.08
net1045,10.08
net1148,10.08
net1549,10.08
net1795,10.08
net1816,10.08
_04460_,10.06
_07138_,10.06
_07706_,10.06
_07992_,10.06
_00567_,10.045
_00468_,10.04
_02697_,10.04
_04619_,10.04
_04698_,10.04
_05385_,10.04
_07900_,10.04
_08070_,10.04
_08402_,10.04
cur_mb_mem\[111\]\[3\],10.04
cur_mb_mem\[119\]\[3\],10.04
cur_mb_mem\[194\]\[1\],10.04
cur_mb_mem\[35\]\[5\],10.04
cur_mb_mem\[36\]\[0\],10.04
cur_mb_mem\[56\]\[0\],10.04
cur_mb_mem\[82\]\[5\],10.04
net1531,10.04
net1977,10.04
_01374_,10.025
_04882_,10.02
_07136_,10.02
_07469_,10.02
_00189_,10.005
_08206_,10.005
_00262_,10
_06706_,10
net1179,10
_02736_,9.98
_04263_,9.98
_04803_,9.98
_05492_,9.98
_05715_,9.98
_06573_,9.98
_07227_,9.98
_08799_,9.98
cur_mb_mem\[53\]\[3\],9.98
mem_addr[20],9.98
net418,9.98
net1365,9.98
net1973,9.98
_02162_,9.975
_03200_,9.96
_03658_,9.96
_04955_,9.96
_05759_,9.96
_06726_,9.96
_07082_,9.96
_09073_,9.96
cur_mb_mem\[140\]\[1\],9.96
cur_mb_mem\[149\]\[3\],9.96
cur_mb_mem\[16\]\[1\],9.96
_02486_,9.94
_02678_,9.94
_03868_,9.94
_04171_,9.94
_04720_,9.94
_05451_,9.94
_05587_,9.94
_06608_,9.94
_07111_,9.94
_07906_,9.94
_08939_,9.94
_09270_,9.94
cur_mb_mem\[149\]\[4\],9.94
cur_mb_mem\[150\]\[4\],9.94
cur_mb_mem\[200\]\[4\],9.94
cur_mb_mem\[212\]\[1\],9.94
cur_mb_mem\[53\]\[2\],9.94
cur_mb_mem\[89\]\[6\],9.94
cur_mb_mem\[143\]\[5\],9.925
_05113_,9.92
cur_mb_mem\[137\]\[0\],9.92
cur_mb_mem\[138\]\[2\],9.92
cur_mb_mem\[144\]\[1\],9.92
cur_mb_mem\[173\]\[0\],9.92
cur_mb_mem\[87\]\[0\],9.92
_06939_,9.915
_00133_,9.905
_00650_,9.905
_02392_,9.9
_03421_,9.9
_05350_,9.9
_06279_,9.9
_08133_,9.9
_08188_,9.9
_08563_,9.9
_09279_,9.9
_09287_,9.9
cur_mb_mem\[128\]\[5\],9.9
cur_mb_mem\[209\]\[1\],9.9
_02530_,9.88
_03435_,9.88
_03553_,9.88
_04355_,9.88
_07116_,9.88
_07867_,9.88
_09052_,9.88
cur_mb_mem\[183\]\[6\],9.88
cur_mb_mem\[27\]\[3\],9.88
_01442_,9.865
_00024_,9.86
_00716_,9.86
_03304_,9.86
_03774_,9.86
_05490_,9.86
_06437_,9.86
_07610_,9.86
_08751_,9.86
_08872_,9.86
_09041_,9.86
cur_mb_mem\[171\]\[7\],9.86
cur_mb_mem\[172\]\[3\],9.86
net541,9.86
net625,9.86
net681,9.86
net766,9.86
net1090,9.86
net1963,9.86
_04885_,9.84
_05394_,9.84
_05432_,9.84
_05827_,9.84
_06807_,9.84
_08420_,9.84
cur_mb_mem\[110\]\[7\],9.84
cur_mb_mem\[165\]\[2\],9.84
cur_mb_mem\[77\]\[5\],9.84
_02258_,9.82
_02367_,9.82
_02466_,9.82
_03462_,9.82
_03656_,9.82
_03791_,9.82
_05119_,9.82
_05237_,9.82
_05268_,9.82
_05383_,9.82
_05753_,9.82
_07178_,9.82
_08198_,9.82
_08762_,9.82
_09004_,9.82
_09177_,9.82
cur_mb_mem\[173\]\[1\],9.82
cur_mb_mem\[194\]\[3\],9.82
point_cnt\[1\],9.82
net289,9.82
net761,9.82
net1440,9.82
net1721,9.82
_06972_,9.81
cur_mb_mem\[180\]\[0\],9.8
cur_mb_mem\[40\]\[3\],9.8
cur_mb_mem\[58\]\[2\],9.8
_03409_,9.78
_03782_,9.78
_03876_,9.78
_05285_,9.78
_05640_,9.78
_07571_,9.78
_08075_,9.78
_08332_,9.78
cur_mb_mem\[139\]\[2\],9.78
cur_mb_mem\[229\]\[7\],9.78
net326,9.78
mb_x_pos[28],9.77
mb_y_pos[16],9.77
mb_y_pos[4],9.77
ref_start_addr[12],9.77
_01821_,9.765
_01574_,9.76
_02390_,9.76
cur_mb_mem\[111\]\[0\],9.76
cur_mb_mem\[21\]\[2\],9.76
cur_mb_mem\[252\]\[0\],9.76
shex_center_x\[0\],9.76
net1199,9.76
net1219,9.76
net1964,9.76
_02246_,9.74
_03290_,9.74
_04318_,9.74
_04364_,9.74
_05448_,9.74
_08616_,9.74
cur_mb_mem\[50\]\[7\],9.74
cur_mb_mem\[52\]\[3\],9.74
net348,9.74
net374,9.74
net1062,9.74
net1102,9.74
net1358,9.74
_02794_,9.72
_06746_,9.72
cur_mb_mem\[107\]\[1\],9.72
cur_mb_mem\[140\]\[4\],9.72
cur_mb_mem\[41\]\[4\],9.72
cur_mb_mem\[90\]\[5\],9.72
net601,9.72
net644,9.72
net1038,9.72
net1054,9.72
net1302,9.72
net1826,9.72
_08054_,9.7
cur_mb_mem\[90\]\[4\],9.7
net1301,9.7
net1675,9.7
_00797_,9.685
_00827_,9.685
_01470_,9.685
_05148_,9.68
_05382_,9.68
_05533_,9.68
_07529_,9.68
_08628_,9.68
cur_mb_mem\[212\]\[5\],9.68
cur_mb_mem\[6\]\[1\],9.68
net515,9.68
_01629_,9.665
_00106_,9.66
_03390_,9.66
_05153_,9.66
_07816_,9.66
_08214_,9.66
_08708_,9.66
net347,9.66
net651,9.66
net786,9.66
net1235,9.66
net1544,9.66
_06865_,9.64
net403,9.64
net464,9.64
net1216,9.64
net1345,9.64
net1705,9.64
net1891,9.64
_05193_,9.62
_05365_,9.62
_05847_,9.62
cur_mb_mem\[101\]\[3\],9.62
net555,9.62
net866,9.62
net1123,9.62
net1635,9.62
net1948,9.62
_07739_,9.615
cur_mb_mem\[121\]\[2\],9.6
net1676,9.6
_08967_,9.58
cur_mb_mem\[152\]\[4\],9.58
cur_mb_mem\[152\]\[5\],9.58
cur_mb_mem\[161\]\[3\],9.58
_01573_,9.56
_02630_,9.56
_05804_,9.56
_08150_,9.56
cur_mb_mem\[34\]\[6\],9.56
cur_mb_mem\[59\]\[5\],9.56
mb_x_pos[9],9.55
mb_y_pos[18],9.55
_01971_,9.545
_07221_,9.54
_08234_,9.54
cur_mb_mem\[46\]\[3\],9.54
net1418,9.54
_03151_,9.52
_04097_,9.52
_04110_,9.52
_04416_,9.52
_04417_,9.52
_04889_,9.52
_06703_,9.52
_07600_,9.52
_08505_,9.52
cur_mb_mem\[251\]\[3\],9.52
net750,9.52
net757,9.52
_02838_,9.5
_04125_,9.5
_04777_,9.5
_08672_,9.5
cur_mb_mem\[164\]\[6\],9.5
cur_mb_mem\[185\]\[0\],9.5
cur_mb_mem\[252\]\[1\],9.5
cur_mb_mem\[30\]\[1\],9.5
net883,9.5
net1684,9.5
_02284_,9.48
_02382_,9.48
_02832_,9.48
_03441_,9.48
_04149_,9.48
_05312_,9.48
_05550_,9.48
_05649_,9.48
_05717_,9.48
_05801_,9.48
_06528_,9.48
_07334_,9.48
_07688_,9.48
_08390_,9.48
_09072_,9.48
cur_mb_mem\[196\]\[2\],9.48
cur_mb_mem\[222\]\[1\],9.48
net959,9.48
net1575,9.48
_00129_,9.465
_03990_,9.46
_08072_,9.46
_08391_,9.46
cur_mb_mem\[169\]\[1\],9.46
cur_mb_mem\[85\]\[3\],9.46
cur_mb_mem\[87\]\[2\],9.46
_01095_,9.445
_01546_,9.445
_01746_,9.445
_02020_,9.445
_02726_,9.44
_04103_,9.44
_04842_,9.44
_07940_,9.44
_08109_,9.44
_08638_,9.44
cur_mb_mem\[14\]\[2\],9.44
cur_mb_mem\[43\]\[1\],9.44
_02273_,9.42
_02308_,9.42
_02414_,9.42
_03160_,9.42
_03442_,9.42
_04200_,9.42
_04399_,9.42
_06647_,9.42
_08179_,9.42
_08759_,9.42
_09129_,9.42
_09294_,9.42
cur_mb_mem\[14\]\[1\],9.42
cur_mb_mem\[166\]\[0\],9.42
cur_mb_mem\[166\]\[4\],9.42
cur_mb_mem\[53\]\[0\],9.42
_00554_,9.405
_00834_,9.405
_02177_,9.405
_03684_,9.4
_04038_,9.4
_04337_,9.4
_07918_,9.4
cur_mb_mem\[145\]\[4\],9.4
cur_mb_mem\[169\]\[3\],9.4
cur_mb_mem\[7\]\[5\],9.4
cur_mb_mem\[86\]\[5\],9.4
cur_mb_mem\[89\]\[1\],9.4
net297,9.4
net411,9.4
net605,9.4
net712,9.4
net731,9.4
net888,9.4
net902,9.4
net919,9.4
net986,9.4
net1186,9.4
net1298,9.4
net1486,9.4
net1522,9.4
net1599,9.4
net1789,9.4
net1852,9.4
net1901,9.4
_00132_,9.385
_00599_,9.385
_05104_,9.38
cur_mb_mem\[128\]\[6\],9.38
cur_mb_mem\[13\]\[1\],9.38
cur_mb_mem\[140\]\[5\],9.38
cur_mb_mem\[141\]\[4\],9.38
cur_mb_mem\[181\]\[4\],9.38
cur_mb_mem\[183\]\[1\],9.38
cur_mb_mem\[58\]\[4\],9.38
cur_mb_mem\[89\]\[3\],9.38
cur_mb_mem\[9\]\[7\],9.38
net672,9.38
_01233_,9.365
_02346_,9.36
_02850_,9.36
_02928_,9.36
_03057_,9.36
_03365_,9.36
_03873_,9.36
_07863_,9.36
_08823_,9.36
_09032_,9.36
cur_mb_mem\[34\]\[3\],9.36
cur_mb_mem\[48\]\[5\],9.36
net323,9.36
net526,9.36
net557,9.36
net1275,9.36
net1542,9.36
net1805,9.36
_03946_,9.34
_08746_,9.34
cur_mb_mem\[14\]\[5\],9.34
cur_mb_mem\[163\]\[7\],9.34
cur_mb_mem\[193\]\[2\],9.34
cur_mb_mem\[24\]\[5\],9.34
_00054_,9.32
_05308_,9.32
best_cand_y\[6\],9.32
cur_mb_mem\[111\]\[2\],9.32
cur_mb_mem\[118\]\[3\],9.32
cur_mb_mem\[18\]\[5\],9.32
cur_mb_mem\[69\]\[1\],9.32
cur_mb_mem\[92\]\[1\],9.32
cur_mb_mem\[99\]\[2\],9.32
_02810_,9.3
_02934_,9.3
_03035_,9.3
cur_mb_mem\[133\]\[3\],9.3
cur_mb_mem\[165\]\[0\],9.3
net609,9.3
net645,9.3
net1071,9.3
net1320,9.3
net1445,9.3
net1870,9.3
net1886,9.3
net1894,9.3
mb_y_pos[20],9.29
_00113_,9.285
_01865_,9.285
_05442_,9.28
_05488_,9.28
_08811_,9.28
net933,9.28
net1104,9.28
_04945_,9.26
_05655_,9.26
_08679_,9.26
_08836_,9.26
net383,9.26
net749,9.26
net1007,9.26
net1228,9.26
net1272,9.26
cur_mb_mem\[21\]\[6\],9.245
_06212_,9.24
_08281_,9.24
cur_mb_mem\[166\]\[5\],9.24
cur_mb_mem\[166\]\[7\],9.24
cur_mb_mem\[212\]\[4\],9.24
cur_mb_mem\[36\]\[2\],9.24
cur_mb_mem\[6\]\[5\],9.24
cur_mb_mem\[7\]\[0\],9.24
net991,9.24
net1426,9.24
_00633_,9.225
_04179_,9.22
_06816_,9.22
_09050_,9.22
cur_mb_mem\[135\]\[5\],9.22
_00127_,9.2
_05924_,9.2
_07533_,9.2
_08218_,9.2
cur_mb_mem\[172\]\[4\],9.2
net566,9.2
net1023,9.2
net1366,9.2
net1388,9.2
net1458,9.2
net1742,9.2
net1812,9.2
net1982,9.2
_03149_,9.18
_03346_,9.18
_03358_,9.18
_04419_,9.18
_07046_,9.18
_08612_,9.18
_09128_,9.18
cur_mb_mem\[168\]\[6\],9.18
mb_x_pos[30],9.18
mb_x_pos[7],9.18
ref_start_addr[0],9.18
net509,9.18
net578,9.18
net1619,9.18
net1754,9.18
_01103_,9.175
_01354_,9.175
_00023_,9.16
_03517_,9.16
_05438_,9.16
_07609_,9.16
_08470_,9.16
cur_mb_mem\[193\]\[6\],9.16
cur_mb_mem\[200\]\[2\],9.16
cur_mb_mem\[57\]\[6\],9.16
net707,9.16
net1152,9.16
net1279,9.16
_04853_,9.14
cur_mb_mem\[184\]\[7\],9.14
cur_mb_mem\[255\]\[6\],9.14
net1125,9.14
net1378,9.14
_01022_,9.125
_04478_,9.12
_05267_,9.12
_08822_,9.12
cur_mb_mem\[110\]\[3\],9.12
cur_mb_mem\[129\]\[6\],9.12
cur_mb_mem\[186\]\[6\],9.12
cur_mb_mem\[75\]\[3\],9.12
net1085,9.12
_00315_,9.115
_00116_,9.1
_07843_,9.1
cur_mb_mem\[171\]\[4\],9.1
_05320_,9.09
_08312_,9.09
mb_x_pos[10],9.09
ref_start_addr[18],9.09
_01682_,9.08
_03228_,9.08
_05314_,9.08
_06634_,9.08
_07742_,9.08
_07961_,9.08
cur_mb_mem\[130\]\[0\],9.08
cur_mb_mem\[172\]\[2\],9.08
cur_mb_mem\[30\]\[0\],9.08
cur_mb_mem\[86\]\[7\],9.08
_03040_,9.06
_03699_,9.06
_04357_,9.06
_04545_,9.06
_04595_,9.06
_04832_,9.06
_05029_,9.06
_05789_,9.06
_07438_,9.06
_07467_,9.06
net825,9.06
net1236,9.06
net1289,9.06
net1932,9.06
net1987,9.06
_03591_,9.04
_05769_,9.04
_08404_,9.04
_08569_,9.04
_08787_,9.04
_08997_,9.04
cur_mb_mem\[141\]\[7\],9.04
cur_mb_mem\[173\]\[4\],9.04
cur_mb_mem\[93\]\[2\],9.04
net517,9.04
net536,9.04
net657,9.04
net974,9.04
_01568_,9.035
_04930_,9.03
_07722_,9.03
_02224_,9.02
_02468_,9.02
_03372_,9.02
_03410_,9.02
_03458_,9.02
_03947_,9.02
_04551_,9.02
_05529_,9.02
_06682_,9.02
_07299_,9.02
_08010_,9.02
_09095_,9.02
cur_mb_mem\[121\]\[5\],9.02
cur_mb_mem\[146\]\[3\],9.02
cur_mb_mem\[254\]\[6\],9.02
net670,9.02
net673,9.02
net913,9.02
net1239,9.02
net1252,9.02
_00362_,9.005
cur_mb_mem\[79\]\[6\],9.005
_03540_,9
_03875_,9
_04944_,9
_08923_,9
cur_mb_mem\[125\]\[4\],9
cur_mb_mem\[154\]\[3\],9
cur_mb_mem\[166\]\[3\],9
cur_mb_mem\[177\]\[1\],9
cur_mb_mem\[17\]\[2\],9
cur_mb_mem\[186\]\[1\],9
cur_mb_mem\[5\]\[7\],9
cur_mb_mem\[63\]\[0\],9
cur_mb_mem\[64\]\[0\],9
net1374,9
_00581_,8.985
_00643_,8.985
_05796_,8.98
_06225_,8.98
_06791_,8.98
_08754_,8.98
_09049_,8.98
cur_mb_mem\[11\]\[0\],8.98
cur_mb_mem\[251\]\[7\],8.98
_02760_,8.96
_07462_,8.96
_07657_,8.96
_09323_,8.96
sad[2],8.96
sad[7],8.96
_00210_,8.94
_04067_,8.94
_05252_,8.94
_05837_,8.94
_06520_,8.94
net360,8.94
net583,8.94
net634,8.94
net704,8.94
net814,8.94
net941,8.94
net1307,8.94
net1337,8.94
net1396,8.94
net1557,8.94
net1844,8.94
net1908,8.94
_06530_,8.92
_08212_,8.92
_08733_,8.92
_08835_,8.92
cur_mb_mem\[106\]\[4\],8.92
cur_mb_mem\[253\]\[0\],8.92
_01215_,8.905
_02449_,8.9
_02626_,8.9
_02715_,8.9
_03226_,8.9
_05206_,8.9
_05413_,8.9
_05688_,8.9
_05927_,8.9
_08465_,8.9
cur_mb_mem\[10\]\[3\],8.9
cur_mb_mem\[115\]\[3\],8.9
cur_mb_mem\[146\]\[1\],8.9
cur_mb_mem\[49\]\[3\],8.9
net441,8.9
_03404_,8.88
_04184_,8.88
_05192_,8.88
_06562_,8.88
mb_x_pos[1],8.87
_00138_,8.865
_00708_,8.865
_01021_,8.865
_02378_,8.86
_03140_,8.86
_03232_,8.86
_03386_,8.86
_03598_,8.86
_03617_,8.86
_04808_,8.86
_05478_,8.86
cur_mb_mem\[119\]\[1\],8.86
cur_mb_mem\[1\]\[3\],8.86
cur_mb_mem\[3\]\[5\],8.86
_00287_,8.845
_02191_,8.84
_02305_,8.84
_03384_,8.84
_03415_,8.84
_03751_,8.84
_04393_,8.84
_06517_,8.84
_07433_,8.84
_08770_,8.84
_09060_,8.84
cur_mb_mem\[8\]\[3\],8.84
cur_mb_mem\[9\]\[3\],8.84
frame_start_addr[19],8.84
frame_start_addr[20],8.84
mb_y_pos[19],8.84
mb_y_pos[8],8.84
ref_start_addr[14],8.84
rst_n,8.84
net313,8.84
net421,8.84
net432,8.84
net477,8.84
net1068,8.84
net1132,8.84
net1173,8.84
net1175,8.84
net1373,8.84
net1493,8.84
net1589,8.84
net1811,8.84
_02723_,8.82
_05276_,8.82
_07345_,8.82
current_accum_sad\[13\],8.82
net521,8.82
net816,8.82
net934,8.82
net1072,8.82
net1112,8.82
net1819,8.82
net1924,8.82
_03147_,8.8
_03784_,8.8
_08704_,8.8
net406,8.8
net714,8.8
net927,8.8
net951,8.8
net1271,8.8
net1410,8.8
net1461,8.8
_05257_,8.78
_05437_,8.78
_05585_,8.78
_05669_,8.78
_07704_,8.78
_08257_,8.78
_08262_,8.78
cur_mb_mem\[108\]\[1\],8.78
cur_mb_mem\[186\]\[4\],8.78
cur_mb_mem\[192\]\[1\],8.78
cur_mb_mem\[193\]\[3\],8.78
cur_mb_mem\[35\]\[7\],8.78
cur_mb_mem\[82\]\[2\],8.78
net258,8.78
net1326,8.78
net1464,8.78
_02138_,8.765
_05183_,8.76
_08159_,8.76
cur_mb_mem\[250\]\[0\],8.76
net1660,8.76
_00947_,8.745
_01858_,8.745
_06817_,8.74
_06930_,8.74
_07585_,8.74
_07638_,8.74
cur_mb_mem\[80\]\[6\],8.74
net340,8.74
net532,8.74
net820,8.74
net823,8.74
net1217,8.74
net1471,8.74
net1479,8.74
net1546,8.74
net1829,8.74
net1920,8.74
_00501_,8.735
_06664_,8.72
_07471_,8.72
_08256_,8.72
_08718_,8.72
frame_start_addr[10],8.72
frame_start_addr[25],8.72
frame_start_addr[3],8.72
mb_x_pos[14],8.72
mb_x_pos[23],8.72
mem_rdata[5],8.72
mem_rdata[7],8.72
ref_start_addr[11],8.72
ref_start_addr[29],8.72
ref_start_addr[7],8.72
net298,8.72
net1573,8.72
net1814,8.72
_05098_,8.7
_06710_,8.7
_07870_,8.7
cur_mb_mem\[106\]\[3\],8.7
cur_mb_mem\[15\]\[6\],8.7
net502,8.7
net680,8.7
net708,8.7
net1025,8.7
net1245,8.7
_02739_,8.68
net475,8.68
_00518_,8.665
_05487_,8.66
_05735_,8.66
_08285_,8.66
_08963_,8.66
cur_mb_mem\[10\]\[2\],8.66
cur_mb_mem\[159\]\[4\],8.66
cur_mb_mem\[40\]\[4\],8.66
_02073_,8.645
_06734_,8.64
cur_mb_mem\[200\]\[0\],8.64
_07553_,8.635
_08405_,8.62
_08881_,8.62
_00448_,8.605
_02295_,8.6
_07500_,8.6
_07878_,8.6
_08024_,8.6
_08927_,8.6
net565,8.6
net879,8.6
net924,8.6
net971,8.6
net1036,8.6
net1184,8.6
net1285,8.6
net1719,8.6
net1892,8.6
net1909,8.6
_04758_,8.59
